signal_id,ticker_symbol,signal_date,reasoning_summary,proof_segments_text,show_segment_heuristic,section_raw
4dc79e0e-8772-4b4b-b232-81462e56d2a2,KR,2018-06-21,"Reinvented with meal kits, tuition for associates; CEO succeeding against Amazon; upgrades expected.","This morning, Kroger showed us that it had reinvented itself, changing, changing up the stores, having meal kits that people love, giving you groceries where and when you want them, even offering tuition money to their associates because the management there is such a, so such fine people. The good stuff's being rolled out over time. I think CEO Roger MacMillan is doing amazing things against Amazon succeeding. I predict a slew of upgrades. That's okay. That one's okay to hold onto. It's been down a lot.",Monologue/Top of Show,
3cbb04b4-1745-4b5e-8555-340cf8a3c92b,KR,2022-11-01,"Merger with Albertsons expected to create synergies, lower prices, and strengthen competition.","I've been a big supporter of your stock and nothing you said makes me feel anything other, I should continue to do so.",Mid-Show/Interview,
180c4b42-a1d7-4c98-b854-0f57f4f23086,KR,2024-09-06,Strong own merits despite merger uncertainty.,"Kroger reports, the giant grocery chain, and I think it will once again talk about how much it needs to close this deal to buy Albertsons and why there's nothing monopolistic about the merger. They don't have too many overlapping stores, and they plan to divest the ones that do overlap to a well-financed competitor. I'm just not sure any of that matters because the Federal Trade Commission seems determined to block the deal no matter what, which means Kroger's stock will have to stand or fall on its own merfs. Fortunately, its own merfs are pretty darn good.",Monologue/Top of Show,
cecb5ef0-fcb9-4bd7-81fe-d21a72c9d466,KR,2022-05-19,Remarkable job by management; relative performer worth sticking with.,"I think Kroger is doing a remarkable job. I think Rodney McMullen is doing re... / And I think that Kroger is a stock you want to hang with, not run from.",Monologue/Top of Show,
b41bb5f9-772e-4a2f-877b-230250aded08,KR,2022-12-20,Likes the company despite merger regulatory hurdles.,I happen to like Kroger. I happen to like Albertsons.,Mid-Show/Interview,
5de9c327-8a86-4258-9514-d1f8fcc7e474,KR,2022-09-30,"Strong performance in private label, inexpensive valuation, good yield, suitable for riding through economic slowdown.",I think Kroger is handling itself very well. I think they're doing a great job in private label. I think it's a super company. It's a very inexpensive company. It's got a good yield. It's the kind of company that I say you gotta ride through and you can indeed own.,Monologue/Top of Show,
4e86301a-8315-46ec-ad71-f2eb5b5fc915,LHX,2024-08-22,Driven by strong high-tech and defense trends; stock is fine.,"Uh, oh, on L3 Harris? I think it's driven. I think it's driven. And I'll tell you why it's driven, because it has that combination of high tech and defense that are the two str- they're two very strong, uh, long-term trends. I, I did... Uh, the previous CEO was someone I know, I don't know this current CEO, but LH- LHX is fine.",Lightning Round,Lightning Round
197b4c3d-ac10-46b7-acc5-6b09501bb8ec,LHX,2024-01-08,"Strong defense tech play, previous recommendation holding up.","I still think it's one of the finest defense companies because it involved basically the technology of defense. I don't know what, what the heck people were selling it, George. They were completely wrong, we were right. You and I got it right.",Monologue/Top of Show,
bbe7350a-4dc5-4b63-b24d-374dc0e7ed05,LHX,2020-06-11,Strong in high-tech defense areas; confident recommendation.,"Roughly a year ago, I started recommending this one because it's involved in all sorts of high-tech areas / Normally I feel confident recommending a defense contractor in an election year",Mid-Show/Interview,
7f462df6-2f5f-4882-bb62-9857af40f5de,LH,2020-11-02,Benefits from increased testing under potential policy.,"If a Biden administration decides to spend a lot more money on testing, well you do want to own one of the testing plays, namely Abbott Labs or LabCorp",Late Show/Closing,
2b9c6ffe-ecca-469d-93e4-e1f701c805d5,LRCX,2019-10-04,Ownership in trust with expectation of higher due to cycle recovery and discipline.,"we own a big slug of it. Why? Because when Tim Archer came in there, he exercised tremendous amount of discipline, brought a huge amount of stock back, and the cycle is back, and... the equipment spend cycle, and that means LAM goes higher still.",Monologue/Top of Show,
43492571-10e3-4247-9275-2ea6d30bcf18,LRCX,2019-10-24,"Strong quarter despite slowdown, flash memory growth, China expansion for 5G.","Then there's LAM Research, LRCX, the semiconductor capital equipment maker. LAM knows times are tough. They're seeing a slowdown in DRAM equipment, but flash memory is coming on strong. Who knows what will, how people react to the microprocessor strength in Intel this very evening, but that's how, uh, these guys at, at LAM could report such a good quarter. And if LAM can hit the midpoint of its guidance for next year, this could be the second-best calendar year on record in terms of earnings in a slowdown. That's despite the fact that more than half of their book of business has been hurt by an immense decline. Yet CEO Tim Archer believed, just like his predecessor, Cramer uber fave Rick Hill, he bought back a monster amount of stock at the right prices. LAM has unseated with today, I'm serious, did you hear that LAM has unseated Chipotle as the best performer in the S&P 500? / Who else is winning in China? LAM Research, the giant semiconductor equipment mark- mar- uh, maker I talked about at the top of the show. It saw a nice ex- expansion in the PRC. Their machines are a must-buy in China if local semiconductor companies want to build out their 5G capacity.",Monologue/Top of Show,
43d33a9f-73f4-471a-80f1-0f657ada490c,LRCX,2018-03-19,Inexpensive relative to 2019 earnings despite recent pullback.,this is an inexpensive stock based on 2019 earnings,Lightning Round,Lightning Round
ddf735f1-82eb-42a6-8b35-70f10127bd5c,LRCX,2018-06-11,"Fabulous company despite end-market concerns in semis, DRAM, and flash.",But I'm not gonna tell you to sell LAM down here. It's too cheap. / These are fabulous companies.,Mid-Show/Interview,
fd886a3e-ff55-495e-be97-3bbf93d1d80b,LRCX,2023-03-16,"Semiconductor equipment leader with turning cycle, long-term favorite.","Lam Research is semiconductor capital equipment company. You know I think it's the best. I think the semis are turning here... I have to tell you, uh, I do think that LAM has been one of my greatest recommendations for- ever since it merged with Novellus.",Mid-Show/Interview,
a99c5f5c-e89b-43bb-97b7-64b7282309b5,LRCX,2022-02-03,Leader in semis; emotional sell-off will reverse; secure gains but maintain position.,"I don't want you to s- I want you to take out your cost basis. The rest, I want you to play with the house money. / Take out your cost basis tomorrow. LAM Research stock is down hideously. It's the king of its field. Everyone's giving up on the semis. Until when? Until they love the semis.",Mid-Show/Interview,
5765acbd-9ecc-4aa5-bed5-46dd7870bc42,LRCX,2021-08-23,Terrific company in semiconductors despite NVIDIA's outperformance.,"Michael in fellow Pennsylvanian, let me tell you, I think LAM is terrific. Now, there's ... You know, NVIDIA is not of this world. ... But that doesn't mean LAM isn't really good.",Lightning Round,Lightning Round
263252e1-e5b9-4da4-8a0b-c6ec41456193,LRCX,2018-03-29,"Remarkable quarter expected, will go lower before higher due to sector contagion.","I think Lam's, I think Lam's going to report a remarkable quarter. I think that Martin Nancy's going to do a good job. But right now, you are absolutely right, my friend, you got horse sense. It is captivated by the aura that is Micron, which means it's going to go lower before it goes higher.",Mid-Show/Interview,
af41b543-9eec-4f4f-b74d-b5dbc2b3ed34,LW,2022-12-14,"Strong earnings from reopening but analysts will catch up, limiting upside.","I'm not telling you to sell Lamb Weston, but I doubt Lamb Weston can give you another 37% gain in 2023.",Mid-Show/Interview,
bf1d1dc2-86cf-4934-9e8b-7d20d1424fa8,LB,2024-12-03,"Strong performer since IPO, continue holding winners.","I'll tell you, that's a winner. I would just hold onto it. You've taken out your, your, the capital. I think you let the rest run.",Lightning Round,Lightning Round
2baf60a5-578b-430b-859c-2c0fbb884186,LE,2020-12-04,"Niche story in retail, move may be beginning post-earnings.","You're right, but hold on to LE because the meeting, the, uh, the move may just be beginning.",Monologue/Top of Show,
5ae4e8b5-ae27-4f85-b091-99ca1619c0cf,LVS,2018-05-31,Strong management and overseas business make it a good long-term hold even at 52-week high.,LVS is fantastic and MGM is great and I would hold on to LVS.,Mid-Show/Interview,
a45eb9c8-98d7-4b0d-83a8-5e4ee34f9e9e,LVS,2019-06-04,Attractive dividend and potential for higher stock price if China trade improves.,"I agree with you, I think LVS dividend good. China a little bit, you know, we get a little bit of a break in China, the stock goes much higher.",Monologue/Top of Show,
02eb9371-4aa7-4c37-8ba3-7a316fd49b46,LDOS,2024-03-28,Strong defense contractor with reliable funding from Congress.,Leidos is a great... It's a defense contractor that is actually not struggling to get money for out of Congress. I think it's a winner. I don't want to get off that horse yet.,Lightning Round,Lightning Round
ddcfb7ec-99d5-439a-9fc4-3340a1b084b4,LMND,2021-07-21,Recent sell-off has priced in concerns; fundamentals support holding.,"With earnings they come in and a recent sell-off in the last two weeks, my companies I bought, Lemonade at $80 a share and Sprinklr at $19 a share, should I be concerned at the sell-off or should I continue to hold? Buy more- / No, no, they, they've come down enough. They've come down enough. You do not need to worry. I think you're fine. Don't buy any more.",Monologue/Top of Show,
8e83cc99-4993-405e-904a-0b1deee070aa,TREE,2019-05-08,Strong leadership and benefits from lower interest rates make it a continued favorite.,"Um, I have a question about a company called LendingTree, uh, ticker TREE. / Look, it's Doug Leff. I've known Doug for 20 years. He's actually just money in the bank... I think he's great. I think with lower interest rates, it remains one of my favorites.",Lightning Round,Lightning Round
7f16d259-a2c6-4291-86e7-dbb94acbffa5,LEN,2020-06-18,Continued liking after strong quarter in housing shortage bull market.,We just got a great quarter from Lennar. I still like tall...,Monologue/Top of Show,
468099d4-de04-4c47-9548-03a42f78a227,LEN,2019-11-01,"Long-time fan, strong recent quarter, undervalued at 10x earnings.","I am, as you know, a big fan of Lennar, have been ever since, uh, I worked with Leonard Miller when I was at Goldman Sachs. / Uh, he's no longer with us, but, uh, Stu Miller is. Uh, when I... In the 1980s, I mean, this is, I... The second-largest player. Uh, it's, an incredibly good homebuilder. Uh, reported a awesome quarter just a month ago. Stock's selling at just 10 times earnings. That's crazy.",Homebuilders,Homebuilders
96448321-1597-46b9-9e4b-8c31d05338e8,LEN,2020-10-08,"Relentless bull market in housing driven by COVID shifts to suburbs, demand outstripping supply, low rates.","Well, first there's the relentless bull market in housing, and there you can think Toll Brothers, D.R. Horton, Pulte, and Cramer fave Lennar. / These companies are huge COVID winners. / That's why, uh, uh, the demand for homes is far outstripping the supply. / So you've got a real safety net here. / As long as the home builders keep running, everything that goes into a house works too.",Monologue/Top of Show,
4d095eca-62dc-494a-9f56-72d477565480,LEN,2024-02-09,Strong leadership and team driving upside.,Lenar is so good. It's Stuart Miller. I know he's remembered his dad. What a team. Lenar goes higher.,Lightning Round,Lightning Round
1f19b507-efb1-40a8-ad40-14be075feec8,LEN,2024-12-13,Continued affection for the home builder despite housing challenges.,"After the close, we hear from two bellwethers. There's Micron, the semiconductor company, which you know I like very much, and Lennar, the huge home builder, which I also share affection for.",Monologue/Top of Show,
e38ec645-14c7-4e07-b7ea-83dba06d0b18,LEN,2020-03-13,"One of favorite home builders, good conference call expected.","How about housing? I keep hearing that it's now slowing. Housing stocks did barely in today's rally. Let's see what Lennar, one of my favorite home builders has to say when they report Thursday morning.",Monologue/Top of Show,
be6d40de-a848-41fe-bafa-a8b6c9bd7908,LEN,2020-12-07,Good company amid housing boom concerns.,"Well, the problem is, Toll Brothers reported a really great quarter, and then the stock starts going down because people have always feel that we are at the la- the end of the housing boom. This time it's the end because they feel like the pandemic's going to end. I think that Lennar is a good company.",Lightning Round,Lightning Round
f7bfef64-176e-4a1a-9741-72ec1a6f1da2,LEN,2018-05-16,Fabulous company; interest rate concerns overblown based on conference calls.,"Lennar is a fabulous company. ... I think Lennar is a buy. I understand that every time interest rates tick up, you can just overlay that stock chart on the tenure, okay? But I think that's a mistake. I would not sell here.",Monologue/Top of Show,
94688e3e-797a-4277-a762-b6246be771de,LEN,2024-03-19,Lennar is one of Jim Cramer's favorite home builders.,"Lennar and Total, though, are indeed my two favorites.",Monologue/Top of Show,
78dbbdae-0034-42a6-a75c-86fb7d93b3f1,LEN,2024-06-24,Sanguine on quarter results and management; housing shortage supports bull market.,I'm actually more sanguine about Lennar's quarter than the market seems to be / what makes me like Lennar here. / I'm pretty positive on both stories and the home builders more generally.,Mid-Show/Interview,
545bc681-6333-4c29-aee7-88b25d020ed3,LEN,2023-04-13,"Resilient in high rates, strong earnings growth despite order declines.","Take Lennar, my favorite home builder, a Miami-based giant with a stock that surged from $70 at its October lows to just under $104 today. A month ago, Lennar reported a much better-than-expected quarter.",Mid-Show/Interview,
e0637871-b730-427f-8133-2aa60e523fab,DRS,2024-06-04,Well-positioned in government defense spending.,"Yeah, and it's real good. And you wanna hold onto that. That is exactly where the government is going. That's what you have to be involved with. That's the right place to be.",Lightning Round,Lightning Round
56cc09a9-0afe-45ea-bbcc-3cdd0634e3e0,LEVI,2023-04-06,Brand remains the best in industry and stronger; stock reaction overblown.,I am mystified why people would be so upset given the fact that the brand is still the best brand in the entire industry. That hasn't changed at all. Maybe it's gotten better.,Late Show/Closing,
5b52cd77-7a68-490a-bab9-883960df000f,LEVI,2021-08-11,"Great quarter, denim cycle is fantastic, despite current stagnation.","Absolument! Absolument! I th- That's how we speak in Jersey. I think that Levi Strauss had a great quarter. It's kinda stuck in the mud right now. But there's a denim cycle and it is fantastic. So I want you to be in it, Phyllis. Stay there.",Monologue/Top of Show,
91c52d7a-a859-43d6-9193-11f4bd1b4782,LEVI,2024-06-26,"Strong earnings beat and intact guidance despite costs, with positive business momentum.","the stock has been a rocket. Some people may not understand, it's a little harder to understand this quarter than it was the previous one, but the fact is, the bottom line was fabulous, top line's good, and you're doing a fantastic job.",Mid-Show/Interview,
6a185d4a-1ff8-4503-8263-9294accf9fbc,LEVI,2021-04-01,Strong recovery as apparel player in great reopening.,"we've been huge supporters of this one. While others fled the stock en masse as the pandemic washed over the market last year, we urged you to stick with it. And I'm glad we did because it's come roaring back.",Monologue/Top of Show,
3059e3cb-ef65-4b60-b6b6-70615231aa25,LEVI,2021-11-19,"Strong consumer, denim renaissance, sustainability.",You know we love the stock. We've loved it. / I think it's got a lot more ahead.,Late Show/Closing,
5021c48b-ba2e-44e9-b7fe-e41e47474080,LGIH,2019-12-04,Inexpensive and good housing stock.,It's a good stock.,Lightning Round,Lightning Round
b3d93706-98a7-485a-8062-45bb2224bf65,LBYE,2024-02-06,LBRT is a good company at a cheap valuation despite sector hate.,"Very inexpensive stock. Don't really get it. The patch is just so hated right now. SOB's disliked, Hal's disliked, but you know what? This is a good company. I want you to stick with it, okay? / And I don't mind the patch when the stocks are this cheap.",Lightning Round,Lightning Round
459e7a4f-f38a-453d-b283-dd0f7d8bf6dd,LIN,2022-01-03,"Industrial gas distributor, frequent positive mentions.","Linde is an industrial gas distributor. They've been on the show a bunch of times... Now we actually trimmed some of these positions for the trust last week... I still love all three companies though, and I like their stocks a great deal.",Mid-Show/Interview,
15042af4-19bc-4c02-b067-33987e100b86,LIN,2021-10-29,Transitioning to secular growth with strong performance.,"It's becoming less of a cyclical, more of a secular growth story. Cyclicals like this, seculars like this, which is why the stock's been raining. By the way, it hit an all-time high today.",Late Show/Closing,
bef599d3-8cbb-4e7d-98ae-896f64896284,LIN,2023-08-03,Preferred over similar company for industrial gases delivery.,"you should buy Linde, which is owned by my child trust. I like it more.",Lightning Round,Lightning Round
a8dad8ef-a539-4d75-88a7-541710dda611,LIN,2023-11-17,Consistent beat and raise performer.,"This is a major industrial gas distributor that we own for the Charitable Trust. And they just delivered their 19th straight beat and raise set of numbers. Stock more than response, which is why we stuck with it even when Wall Street was feeling a lot more negative about the economy than it is now.",Mid-Show/Interview,
19cd24c2-64b7-494b-a414-394e67a8354a,LIN,2024-05-10,"Recovering strongly post-decent quarter, trust holding for upside.","Linde, symbol LIN, falls almost 23 points in what I thought was a decent call... And then boom, ever since, its stock just keeps plowing higher and higher. I know it's Chapel Trust name so you can say, ""Hey, I'm talking about my book."" But we wouldn't own Linde for the Chapel Trust if we didn't think it was gonna go higher.",Mid-Show/Interview,
ea9d61b3-1dbf-4f56-b970-2ec50f8c57d6,LIN,2024-12-12,"Linde is an industrial company that benefits from falling rates, with expected volume growth in 2025 making it a great long-term hold despite recent weakness.","They, uh, and industrial gas, uh, producer. They also have a green hydrogen unit that they're, while it's only about 10% of their profits right now, um, they're spending a goodly portion of their CapEx on it. They're scheduled to grow at over 10% for the next few years, but I'm worried about the stock even though I'm, after seeing them on your program and doing some research and buying the stock, I'm up 80% and really like that. But, uh, with the change of the administration and the de-emphasis on, uh, o- on, uh, renewables, what do you think I should do with the stock? / Well, John, I gotta tell you, I mean, Linde, again, is an industrial company, and industrials do go up when rates go down. You're right. Look, the stock's been weak this year. It's not what I want. However, it's been a great long-term producer, and let's remember that this company has not had the luxury of having any volume growth yet. That's gonna happen in 2025. Stay long Linde, just like we do for the travel trust.",Monologue/Top of Show,
3a091ea6-95e7-41d0-995a-3f7ded510632,LIN,2021-10-28,"Strong quarter and backlog indicate health despite pullback, consistent performer.","This morning, one of my absolute favorite companies, a stock we own for the child trust, reported what I thought was a very strong quarter / Now, my instinct is that you should buy the dip because this is an incredibly consistent company, uh, with a stock that rarely gives you much in the way of a buying opportunity.",Mid-Show/Interview,
3bea6e97-22f8-4580-98b3-fcae79e2104d,LIN,2023-03-28,"A credit rating, owned in Chappell Trust.","Here, I want Linde, an industrial gas play we own for The Chappell Trust.",Mid-Show/Interview,
7067e1b9-6e40-45ad-a88d-171a87cba3d5,LIN,2024-07-17,Industrial holding providing gains and diversification.,"I concentrate on the gains that we got into Honeywell or Linde so I don't go crazy. / my trust owns a smattering of industrials, retailers, and healthcare",Monologue/Top of Show,
9b07ae3c-76ac-4cf2-b39c-d8d822aaa63d,LIN,2023-09-06,Reliable with hydrogen growth potential.,"With a bad defense, you lose points... That's why for our stock market equivalent of a defense, I'm looking for something new. I'm gonna pick Linde... It's never really gonna hurt you, but there are some legitimately exciting growth prospects...",Fantasy Stock Football,Fantasy Stock Football
8e9e9499-075f-4aee-b275-5b7515282ec3,LIN,2020-08-19,Past recommendation at lower price; resilient performance during pandemic; expects further upside.,"that's why I told you to buy the new Linde when it was trading in the 150s. Well, now the stock's at 247 after barely skipping a beat when the, the pandemic first hit. / And honestly, I think there's gotta lot more upside here.",Mid-Show/Interview,
8990e5fa-dd49-4fe1-9458-82324ee9c337,LIN,2022-09-15,"Linde is a strong industrial company with hydrogen exposure, preferred over Plug Power.","Plug Power's a play on hydrogen power. We're actually believers of hydrogen power when it comes to Mad Money, which is why we own the stock of Linde, a very, very good industrial company that also does, uh, hydrogen power and that's the better way to play it.",Lightning Round,Lightning Round
38c95b25-8542-4906-b471-0eb3e637a114,LIN,2024-10-31,Consistent operator with strong backlog and resilience in various markets.,"we own a big position for our travel trust. / The note on Linde is just like all the rest of them, we tell you to buy it.",Mid-Show/Interview,
7172b479-2d49-4f63-9fa5-e0c8789e8fc9,LIN,2023-07-12,"Owns in Charitable Trust, expanding green hydrogen capacity.","When it comes to hydrogen power winners, I have two preferred names. The first is Linde. That's the industrial gas powerhouse that we own for the Charitable Trust, which by the way I talked about in depth in our really visceral monthly conference call today. Linde has the largest liquid hydrogen capacity and distribution system in the world even as it's a relatively small part of their overall business. That said, they're building a new facility in Upstate New York that should more than double their green hydrogen capacity.",Mid-Show/Interview,
4415fc70-351a-4640-a829-909f3d5b0d9d,LIN,2023-02-07,Owns a significant position in the trust and considers it the favorite industrial stock due to consistent growth and resilience.,"We like it so much, we own it, uh, pretty big, I have to admit, for the Trowell Trust. / Look, anyone who b- who belongs to our club knows that this is our favorite industrial stock in the world.",Mid-Show/Interview,
bc099bf1-4bb2-42d3-929c-540ef51e3507,LIN,2023-07-31,Strong performance and central to key industries like decarbonization and semiconductors.,"It's a stock that we own for our travel trust. It's been one of the greatest long-term performers the trust has ever had. / Even though the stock's up here, we are not selling.",Mid-Show/Interview,
1e601182-2240-47c0-afea-4250c63dde94,LIN,2024-02-02,Diversified business performs well in various economic conditions.,"You want a sleeper industrial? The Trible Trust has one, it's called Linde, the industrial gas company. Linde has a perfect mosaic of businesses. It supplies gases to carbonated drink makers, hospitals, oil and gas companies, semiconductor manufacturers, dentists, dollar stores for helium balloons, and vintners. The company does, uh, fine when the global economy is struggling and it does great if the global economy is strong.",Game Plan,Game Plan
953b45b9-e4bd-40f0-b2db-da2dab3c9ab7,LIN,2021-08-09,"Superior management and growth in industrial gases, unaffected by competitor miss.","The trust owns Linde, that's the industrial gas distributor that's growing by leaps and bounds. / Linde reported a terrific quarter last week. / This morning, one of Linde's competitors, Air Products, missed its earnings estimates hugely. Stock dropped 5%. Again, my lazy initial reaction, ""Well, I gotta go sell Linde before others sell Linde."" / When I thought about it some more, I realized, I still like Linde. It's better run than Air Products.",Monologue/Top of Show,
e5c16dd4-45fb-4385-b254-918d28dbc8c0,LIN,2024-05-06,Business as usual despite short-term concerns; not hurt by environmental shifts toward security focus.,We think it is business as usual... I think that's short-term nature thinking and you should hold onto this stock. And that's what we told club members.,Mid-Show/Interview,
f4a02ed5-ef59-4393-8a60-e4de46a06b50,LIN,2024-11-25,Excellent company expected to reach $500.,"My travel trust owns it. It's at 455. It would not surprise me. We had the company on recently. It would not surprise me for that stock to go to 500. It is not a speculative stock. It is a very good company, and that actually is held against it. Very good companies should not be left by the wayside. Linde is a terrific company.",Lightning Round,Lightning Round
3ea1be0d-62c3-42ff-babd-683cb6a6e142,LAD,2021-10-01,"Chip shortage persists until mid-2022, supporting used car values and Lithia's growth.",I like Lithia. I think that this stock has had such a huge run that it's just kind of cooling off... I think Lithia's in very good shape. And I suggest that you stick with it.,No Huddle,No Huddle
fa9482a1-9c14-48bc-bb0f-e6cbca47f558,LAD,2020-10-08,Hottest used car bull market due to pandemic aversion to mass transit.,"Lithia Motors. I only know this 'cause my daughter lived in Lithia. / I know they're all up substantially, but remember, we don't care where these stocks came from. We only care where they're going to, and they are going to used car heaven.",Monologue/Top of Show,
cd1d5696-6df4-4079-a0e7-e6a7e1e16749,LAD,2019-07-25,Strong growth and performance as auto sector outlier.,"You're right, it's a total outlier. They are a fantastic company, fantastic people. The stock goes higher.",Lightning Round,Lightning Round
443ea47d-a741-41c6-a828-f921fd005e6c,LYV,2023-08-02,"Company in great shape, worth a lot.","I think you should hold it. I don't, I don't know exactly how much the, the... Look, I think that they are in great shape, and the government these days doesn't seem to want companies that are doing in that great shape. But the company is worth a tremendous amount of money; I don't want you to get rid of it.",Lightning Round,Lightning Round
6dfdec87-90b9-4723-a8b5-9a7493e44ea5,LYV,2021-03-19,Strong management positions for post-vaccine recovery.,"I don't want to bet against Michael Rapino, even though I do believe that, uh, you know, it's run a lot, it's lot, run up a lot in anticipation of everybody being vaccinated. But Rapino's the real deal",Lightning Round,Lightning Round
b5811e8d-0de0-4829-bc91-35d9d2244814,LKQ,2018-05-24,"Solid company, miss was nothing.",I'm sticking by it.,Mid-Show/Interview,
6f71cdbe-8e78-43d1-a6cc-a3b5713924b6,LMT,2019-07-08,Sells at market multiple but superior cash flow and management; business thriving.,"No, no, no. For every reason that you just... No reason to sell a stock just because it's up, uh, because that business is on fire.",Monologue/Top of Show,
9718dd08-9255-466c-a54e-776c3d44b90e,LMT,2020-10-19,Strong defense spending under Democrats; fantastic CEO.,"it is a very good company. Uh, I'd rather get it toward a 3% yield rather than 2.71.",Monologue/Top of Show,
2e2394ed-e6bc-4396-9c2d-1cb888bf2776,LMT,2021-04-14,Strong yield and order book make it worth holding and adding on weakness.,"I like him. It's got a 2.6% yield. It's got a great order book. I say you're absolutely right. I want you to hold onto it, maybe even buy more if it comes down.",Monologue/Top of Show,
8c2a3f69-15c4-41c4-94f5-48ceda97dbff,LMT,2024-01-16,Buyers will emerge despite budget concerns.,They will happen. I want you to hold onto that.,Lightning Round,Lightning Round
133b2a1d-9da7-4e9a-ab55-50d6d9afdaff,LMT,2018-05-16,Strong performance ahead of new defense budget; undervalued at 17-18x next year's earnings.,"Bottom line, if you liked Lockheed Martin, Northrup Grumman, and Raytheon before the quarters, you should like them even more down here. / My favorite, hey look, I like Raytheon the most. I mean, I like, and it's white hot, uh, Patriot missile program. But there's a solid case for owning all three of the big dogs right here, right now.",Mid-Show/Interview,
300d31de-4118-4ac4-9bc2-8f3bf820b54a,LMT,2019-09-25,Strong fundamentals and playing with house money after significant gains.,"You should hold all the shares and simply enjoy the dividend because you are playing with the house's money, my friend, with a very good stock of a very good company.",Mid-Show/Interview,
cb4f254a-331c-4766-bab9-6b0e9ddd888c,LMT,2019-08-13,"Strong performance, more upside.","All right. First of all, I want to congratulate you. That Lockheed Martin, just so you know, she's talking about a triple, okay?... And I'm gonna say own it. Own it. Lockheed Martin goes higher.",Lightning Round,Lightning Round
e468f3ee-e651-46ec-86b5-8a7e561b72e9,LMT,2022-08-25,Strong performance in defense sector.,"I would have emphasized Lockheed Martin too, but it's already up 23% for the year.",Monologue/Top of Show,
6d183668-b5d6-48db-8103-8a99064842ff,LMT,2022-11-11,Terrific investment due to essential hardware post-Ukraine invasion.,"Proud of these guys. Not for nothing, Lockheed's also been a terrific investment. It's up almost 31% year to date. / Regular viewers know I've been a gigantic fan of Lockheed ever since Russia invaded Ukraine because their hardware suddenly became a lot more essential all over the world.",Mid-Show/Interview,
609c2c7f-918c-4ac5-bc6a-238a0b089e26,LMT,2023-11-10,"Strong, reliable performer in defense industry.","my advice, speculative RTX and just bedrock would be Lockheed Martin.",Mid-Show/Interview,
72413e75-dfa4-4e2e-bb45-d61995bf7f32,LMT,2019-12-18,Very good stock from a great company; recommends trimming if overweight in portfolio.,"Um, but I do think that Lockheed Martin is a very good stock. Uh, you work at a great company, uh, congratulations, but you own too much of it versus the rest of your portfolio.",Late Show/Closing,
e1d53587-f4c6-487f-8b21-1e253f1b5b32,LMT,2023-08-17,Very well run and consistent.,"Lockheed Martin has been very well run and, and I think in many ways is the most consistent, uh, we like TakeLook very much.",Mail Call,Mail Call
b13f4fd4-5db5-4af3-9ea2-9176ba63322c,LOGI,2021-10-08,"Company performing well, continue holding and add on weakness.","Well, I've liked them since the '30s. Uh, should I have removed it at 120? I don't know. I mean, my thing is, is that they're doing a great job and what you, uh, what you have to do is kind of ride it, ride it down a little and then buy a little more, but not yet. Let's see if it can find a bottom.",Lightning Round,Lightning Round
90f62175-cd23-420b-b6fe-868cb044adb9,LOGI,2021-11-23,"Logitech stock is way too low with great pipeline, not to sell.",They've just... They've eviscerated it. They've eviscerated it and it's now down to 80. I cannot counsel selling this company. Its stock is just way too low and it's got a lot of great things in the pipe. I'm not gonna tell you to sell Logitech.,Lightning Round,Lightning Round
979607f9-73a6-47ea-807e-fe4211e58f74,LOGI,2021-04-13,Strong gaming market demand supports continued performance.,"I would say, uh, almost a triple. So I like to take out my cost basis when I have a triple. That said, I think that Brackendell's got an amazing company. If you listened to Jason Wang yesterday on NVIDIA, it's pretty sure that we got about 400 million gamers in the world. That means Logitech is gonna continue to do well.",Mid-Show/Interview,
9b0e21ff-124b-4af3-8457-260cf1113e40,LOGI,2020-10-08,Best-of-breed in gaming peripherals.,"Well, uh, look, we're best-of-breed people, and we brought you Logitech with Bracken Dowell... And that's why we're gonna stick with best-of-breed, and I'll tell you, Logitech, up here even on a spike, I like more than Corsair.",Mid-Show/Interview,
4319bcee-c0e6-42f7-9177-fcbe68bcc65e,LOGI,2020-05-05,Well-positioned for virtual meetings growth; sticking with it long-term.,"I think it's good. I think Logitech is in the right position. They've got a lot of stuff you need for virtual, uh, for, uh, Zoom-like... Uh, they're partners of Zoom, uh, and it's been a, a very good stock and we've been behind it for a long time and we're sticking with it.",Lightning Round,Lightning Round
25a546d9-e0ac-4fd6-a060-bb45cf04b267,LOGI,2021-07-15,Strong performer in similar space.,"I, I, I frankly, I don't understand how Logitech could go up so much. You know, I really like Logitech. And this one stayed the same.",Late Show/Closing,
4b7d1380-377b-43fd-b230-568e82fd2001,LOGI,2021-04-30,Strong quarter with raised guidance; hybrid work sustains demand for upgrades.,"At the end of a week where scores of stocks sold off in the wake of great earnings, it's nice to see some of those names bouncing back today. Look at Logitech International, the maker of all sorts of computer accessories, consumer electronics, and gaming equipment, with a stock that's up more than 250% from the lows 13 months ago. / To me, that makes sense. The stay-at-home economy may be going away, but in terms of working from home, I think the future is a hybrid economy where lots of people continue to use their home offices. / All right. Ah. Man, I learn something every time I talk with him.",Mid-Show/Interview,
442d9e94-3a35-4bdc-8ae5-6891112ae3b4,LOGI,2024-10-22,"Terrific quarter with raised guidance, cash generation, gaming tailwinds, and return to work thesis intact.",we've always been very positively disposed to this stock and I'm not changing my view at all. / I'm sticking with your view,Mid-Show/Interview,
