sequence_id,ticker,start_date,end_date,total_signals,kept_signals,has_cramer_owns,has_hold_recommendation,first_hold_date,end_reason,entry_alpha,entry_price,gics_sector,vix_at_entry
3151,MPC,2022-05-18,2022-05-18,1,1,False,False,,gap_expired,0.107574569,87.208513226,Energy,30.96
3152,MPC,2022-12-12,2022-12-12,1,1,False,False,,gap_expired,0.200337946,105.665948208,Energy,25.0
3153,MPC,2023-03-09,2023-03-29,3,1,False,True,,gap_expired,0.093733151,121.606646906,Energy,22.61
3154,MPC,2023-09-18,2023-09-18,1,1,False,False,,gap_expired,-0.226862263,150.318420222,Energy,14.0
3155,MPC,2024-02-07,2024-02-07,1,1,False,False,,gap_expired,-0.030034587,162.593413106,Energy,12.83
3156,MPC,2024-11-06,2024-11-06,1,1,False,False,,gap_expired,-0.028181821,150.958605781,Energy,16.27
3157,MPLX,2018-12-04,2018-12-04,1,1,False,False,,gap_expired,-0.43068174,16.71484506,Energy,20.74
3158,MPLX,2023-01-19,2023-01-19,1,1,False,False,,gap_expired,-0.07517171,26.369868044,Energy,20.52
3159,MPLX,2024-05-30,2024-05-30,1,1,False,True,,gap_expired,0.220677605,35.018877138,Energy,14.47
3160,MPW,2022-06-15,2022-06-15,1,1,False,False,,gap_expired,-0.511499304,10.623037652,Real Estate,29.62
3161,MPWR,2024-03-04,2024-03-04,1,1,False,False,,gap_expired,-0.311360118,711.525807786,Technology,13.49
3162,MRK,2022-12-09,2022-12-09,1,1,False,False,,gap_expired,-0.193074683,97.851316897,Healthcare,22.83
3163,MRK,2023-04-17,2023-04-17,1,1,False,True,,gap_expired,-0.095558249,105.203660529,Healthcare,16.95
3164,MRNA,2018-12-10,2018-12-10,1,1,False,False,,gap_expired,-0.29050041,20.55,Healthcare,22.64
3165,MRNA,2019-02-13,2019-07-23,7,7,False,True,,gap_expired,-0.237143897,18.64,Healthcare,15.65
3166,MRNA,2020-01-15,2020-05-11,10,9,False,True,,gap_expired,-0.149089983,21.68,Healthcare,12.42
3167,MRNA,2021-02-25,2021-05-07,4,3,False,True,,gap_expired,1.365174036,157.98,Healthcare,28.89
3168,MRNA,2021-07-21,2022-01-24,6,5,True,True,2021-07-21,gap_expired,0.180736334,319.0,Healthcare,17.91
3169,MRNA,2022-08-18,2022-09-21,2,2,False,False,,gap_expired,-0.260505025,147.64,Healthcare,19.56
3170,MRNA,2023-02-09,2023-02-09,1,1,False,False,,gap_expired,-0.715319009,164.0,Healthcare,20.71
3171,MRNA,2023-06-12,2023-07-17,3,1,False,True,,gap_expired,-0.085802996,123.25,Healthcare,15.01
3172,MRNA,2024-01-02,2024-01-16,2,2,False,True,,gap_expired,-0.899557577,112.51,Healthcare,13.2
3173,MRNA,2024-04-01,2024-05-24,4,3,False,True,,gap_expired,-0.803075183,104.71,Healthcare,13.65
3174,MRSH,2023-12-15,2023-12-15,1,1,False,False,,gap_expired,-0.126019955,181.813481135,Financial Services,12.28
3175,MRTN,2022-06-01,2022-06-01,1,1,False,False,,gap_expired,0.173221244,16.667418396,Industrials,25.69
3176,MRTN,2023-06-22,2023-06-22,1,1,False,True,,gap_expired,-0.398482874,19.903005615,Industrials,12.91
3177,MS,2018-04-13,2018-04-13,1,1,False,False,,gap_expired,-0.206019237,42.000637608,Financial Services,17.41
3178,MS,2018-07-09,2018-07-09,1,1,False,False,,gap_expired,-0.159953055,38.24620808,Financial Services,12.69
3179,MS,2019-01-11,2019-04-18,6,2,False,True,,gap_expired,0.017813764,33.041776277,Financial Services,18.19
3180,MS,2019-08-26,2019-10-18,3,1,False,True,,gap_expired,0.099126859,32.881690744,Financial Services,19.32
3181,MS,2020-01-10,2020-02-20,4,1,False,True,,gap_expired,0.313336593,42.973439673,Financial Services,12.56
3182,MS,2020-07-20,2020-07-20,1,1,False,False,,gap_expired,0.529539035,43.544181347,Financial Services,24.46
3183,MS,2020-10-09,2021-01-20,7,3,False,False,,gap_expired,0.775076619,41.465744631,Financial Services,25.0
3184,MS,2021-05-05,2021-05-05,1,1,False,False,,gap_expired,0.022033289,72.684840925,Financial Services,19.15
3185,MS,2021-07-19,2024-10-16,54,18,True,True,2021-10-08,gap_expired,0.004867273,76.287889021,Financial Services,22.5
3186,MSA,2020-02-10,2020-02-10,1,1,False,True,,gap_expired,0.037616465,130.429155094,Industrials,15.04
3187,MSCI,2018-06-19,2018-06-19,1,1,False,False,,gap_expired,0.278810687,158.95588462,Financial Services,13.35
3188,MSCI,2019-07-01,2019-07-01,1,1,False,True,,gap_expired,0.356041625,225.050330375,Financial Services,14.06
3189,MSCI,2020-03-05,2020-03-05,1,1,False,True,,gap_expired,0.068167125,273.682473645,Financial Services,39.62
3190,MSCI,2024-03-04,2024-03-04,1,1,False,False,,gap_expired,-0.120501531,542.106112108,Financial Services,13.49
3191,MSCI,2024-08-06,2024-08-06,1,1,False,False,,gap_expired,-0.170596871,519.006105349,Financial Services,27.71
3192,MSFT,2018-01-26,2024-12-13,138,40,True,True,2018-01-26,gap_expired,0.18521178,87.40177107,Technology,11.08
3193,MSGS,2021-02-26,2021-02-26,1,1,False,False,,gap_expired,-0.260374329,195.02,Communication Services,27.95
3194,MSGS,2022-04-01,2022-04-01,1,1,False,False,,gap_expired,0.169119802,179.54,Communication Services,19.63
3195,MSGS,2023-05-08,2023-05-08,1,1,False,True,,gap_expired,-0.357632639,204.21,Communication Services,16.98
3196,MSI,2018-01-12,2018-01-12,1,1,False,False,,gap_expired,0.249009524,86.916148796,Technology,10.16
3197,MSI,2022-08-25,2022-09-01,2,1,False,True,,gap_expired,0.034861487,244.369978188,Technology,21.78
3198,MSI,2024-09-14,2024-09-14,1,1,False,False,,gap_expired,-0.112295801,437.393137757,Technology,
3199,MSI,2024-11-18,2024-11-18,1,1,False,True,,gap_expired,-0.376905574,481.418614355,Technology,15.58
3200,MT,2024-01-09,2024-01-09,1,1,False,True,,gap_expired,-0.405170016,26.225831854,Basic Materials,12.76
3201,MTB,2023-03-14,2023-05-01,2,1,False,True,,gap_expired,-0.153443584,111.812286004,Financial Services,23.73
3202,MTB,2023-07-24,2023-07-24,1,1,False,True,,gap_expired,0.085737685,128.86295786,Financial Services,13.91
3203,MTB,2024-12-19,2024-12-19,1,1,False,False,,gap_expired,-0.04434699,179.227417556,Financial Services,24.09
3204,MTCH,2018-03-07,2018-03-07,1,1,False,False,,gap_expired,0.231851788,41.008700025,Communication Services,17.76
3205,MTCH,2018-11-01,2018-11-01,1,1,False,False,,gap_expired,0.204093584,49.707802646,Communication Services,19.34
3206,MTCH,2019-08-13,2019-08-13,1,1,False,True,,gap_expired,0.281659004,77.37435344,Communication Services,17.52
3207,MTCH,2020-02-11,2020-02-11,1,1,False,False,,gap_expired,-0.489907214,167.220237739,Communication Services,15.18
3208,MTCH,2020-12-09,2020-12-09,1,1,False,False,,gap_expired,-0.396027966,139.042648298,Communication Services,22.27
3209,MTCH,2021-07-14,2021-08-25,2,2,False,False,,gap_expired,-0.495868735,157.448845896,Communication Services,16.33
3210,MTCH,2022-10-31,2022-10-31,1,1,False,True,,gap_expired,-0.464632031,43.148393828,Communication Services,25.88
3211,MTCH,2024-07-16,2024-07-16,1,1,False,True,,gap_expired,-0.166583906,33.209021101,Communication Services,13.19
3212,MTD,2021-08-09,2021-08-09,1,1,False,True,,gap_expired,-0.079979828,1526.26,Healthcare,16.72
3213,MTDR,2024-01-04,2024-01-04,1,1,False,False,,gap_expired,-0.191338637,53.494144088,Energy,14.13
3214,MTLS,2019-07-10,2019-07-10,1,1,False,True,,gap_expired,0.197824326,18.39,Technology,13.03
3215,MTN,2018-03-02,2018-03-02,1,1,False,False,,gap_expired,-0.028212301,161.446640013,Consumer Cyclical,19.59
3216,MTN,2018-07-23,2018-10-08,3,2,False,False,,gap_expired,-0.204746051,227.566031942,Consumer Cyclical,12.62
3217,MTN,2019-09-09,2019-09-09,1,1,False,False,,gap_expired,-0.197686885,188.821188446,Consumer Cyclical,15.27
3218,MTN,2022-09-30,2022-11-15,2,2,False,False,,gap_expired,-0.183194276,185.801147548,Consumer Cyclical,31.62
3219,MTN,2023-06-02,2023-06-02,1,1,False,False,,gap_expired,-0.469515141,219.980096762,Consumer Cyclical,14.6
3220,MTN,2024-06-11,2024-06-11,1,1,False,False,,gap_expired,-0.231796536,165.992061266,Consumer Cyclical,12.85
3221,MTTRF,2021-11-04,2021-12-23,2,2,False,False,,gap_expired,0.828437881,4.49,Energy,15.44
3222,MTW,2018-03-01,2018-03-01,1,1,False,False,,gap_expired,-0.376318303,27.1,Industrials,22.47
3223,MTW,2018-08-13,2018-08-13,1,1,False,False,,gap_expired,-0.400306984,22.95,Industrials,14.78
3224,MTW,2019-02-11,2019-02-11,1,1,False,True,,gap_expired,-0.461932884,16.21,Industrials,15.97
3225,MTW,2021-03-30,2021-03-30,1,1,False,False,,gap_expired,-0.455442003,21.4,Industrials,19.61
3226,MTZ,2019-07-02,2019-07-02,1,1,False,True,,gap_expired,-0.237262673,52.28,Industrials,12.93
3227,MTZ,2020-12-18,2020-12-18,1,1,False,False,,gap_expired,0.087936982,65.71,Industrials,21.57
3228,MTZ,2023-02-02,2023-02-02,1,1,False,False,,gap_expired,-0.514130377,98.0,Industrials,18.73
3229,MTZ,2023-08-15,2023-10-03,2,2,True,False,2023-08-15,gap_expired,-0.08274752,93.3,Industrials,16.46
3230,MTZ,2024-06-05,2024-06-05,1,1,False,False,,gap_expired,0.299809927,109.91,Industrials,12.63
3231,MU,2018-01-16,2018-06-21,13,5,False,True,,gap_expired,0.273527654,42.15981932,Technology,11.66
3232,MU,2018-08-23,2018-10-03,4,2,False,True,,gap_expired,-0.171148927,48.7067569,Technology,12.41
3233,MU,2018-12-03,2019-01-09,3,3,False,False,,gap_expired,0.035307026,38.598567584,Technology,16.44
3234,MU,2019-03-20,2020-04-13,24,11,False,True,,gap_expired,0.034009419,40.686554433,Technology,13.91
3235,MU,2020-06-29,2020-07-01,2,1,False,False,,gap_expired,0.212061618,50.521581184,Technology,31.78
3236,MU,2020-09-09,2020-09-09,1,1,False,True,,gap_expired,0.293899237,44.364917854,Technology,28.81
3237,MU,2020-12-01,2021-01-08,3,2,False,True,,gap_expired,-0.043862232,65.966854901,Technology,20.77
3238,MU,2021-03-26,2021-04-01,2,1,False,True,,gap_expired,-0.258944619,85.627165473,Technology,18.86
3239,MU,2021-07-21,2021-07-21,1,1,False,False,,gap_expired,-0.113038654,74.377387951,Technology,17.91
3240,MU,2021-09-27,2021-09-29,2,1,False,False,,gap_expired,-0.166923852,72.689374797,Technology,18.76
3241,MU,2021-12-20,2021-12-20,1,1,False,False,,gap_expired,-0.276857397,86.948666755,Technology,22.87
3242,MU,2022-03-25,2022-07-21,7,4,False,True,,gap_expired,-0.088115315,76.869109269,Technology,20.81
3243,MU,2022-10-20,2023-01-06,3,2,False,False,,gap_expired,0.104075506,52.603526117,Technology,29.98
3244,MU,2023-03-29,2023-03-29,1,1,False,False,,gap_expired,0.629650222,63.11212502,Technology,19.12
3245,MU,2023-06-22,2023-07-18,3,1,False,True,,gap_expired,0.892724396,64.642201832,Technology,12.91
3246,MU,2023-09-19,2024-03-07,7,4,False,False,,gap_expired,-0.009716259,70.206185813,Technology,14.11
3247,MU,2024-05-10,2024-12-13,16,7,False,True,,gap_expired,-0.364281244,122.125058417,Technology,12.55
3248,MUFG,2018-01-19,2018-01-19,1,1,False,False,,gap_expired,-0.270828943,5.802458875,Financial Services,11.27
3249,MVIS,2021-04-26,2021-04-26,1,1,False,False,,gap_expired,-0.437107796,27.63,Technology,17.64
3250,MWA,2024-07-24,2024-07-24,1,1,False,False,,gap_expired,0.049004867,19.76052208,Industrials,18.04
3251,MYGN,2023-06-21,2023-06-21,1,1,False,False,,gap_expired,-0.193695031,22.82,Healthcare,13.2
3252,MYRG,2023-07-17,2023-07-17,1,1,False,False,,gap_expired,-0.297344659,150.52,Industrials,13.48
3253,NCLH,2018-01-08,2018-01-08,1,1,False,True,,gap_expired,-0.119303292,54.83,Consumer Cyclical,9.52
3254,NCLH,2018-03-28,2018-05-03,2,1,False,False,,gap_expired,-0.051161239,52.7,Consumer Cyclical,22.87
3255,NCLH,2018-08-13,2018-11-09,4,2,False,False,,gap_expired,-0.065334294,51.12,Consumer Cyclical,14.78
3256,NCLH,2019-02-15,2019-04-30,4,2,False,False,,gap_expired,-0.27945552,53.77,Consumer Cyclical,14.91
3257,NCLH,2019-11-10,2019-11-10,1,1,False,False,,gap_expired,-0.05158638,51.56,Consumer Cyclical,
3258,NCLH,2020-02-11,2020-02-11,1,1,False,False,,gap_expired,-0.228640056,23.4,Consumer Cyclical,15.18
3259,NCLH,2020-05-27,2020-05-27,1,1,False,True,,gap_expired,0.466990459,17.38,Consumer Cyclical,27.62
3260,NCLH,2020-08-05,2022-04-26,25,16,True,True,2021-08-11,gap_expired,0.511042354,13.34,Consumer Cyclical,22.99
3261,NCLH,2022-10-06,2022-11-16,4,2,False,False,,gap_expired,0.080459328,13.01,Consumer Cyclical,30.52
3262,NCLH,2023-07-05,2023-07-26,2,1,False,False,,gap_expired,-0.452429826,21.86,Consumer Cyclical,14.18
3263,NCLH,2023-11-03,2023-11-03,1,1,False,False,,gap_expired,0.620087003,13.91,Consumer Cyclical,14.91
3264,NCLH,2024-04-03,2024-05-20,2,2,True,True,2024-05-20,gap_expired,-0.181644552,19.52,Consumer Cyclical,14.33
3265,NCNO,2020-09-10,2020-09-10,1,1,False,False,,gap_expired,-0.483744229,85.0,Technology,29.71
3266,NCNO,2020-11-20,2021-06-10,6,4,True,True,2020-11-20,gap_expired,-0.557620465,78.17,Technology,23.7
3267,NCNO,2021-10-26,2021-10-26,1,1,False,False,,gap_expired,-0.403797712,71.34,Technology,15.98
3268,NDAQ,2019-04-01,2019-04-01,1,1,False,False,,gap_expired,0.186891272,26.666579954,Financial Services,13.4
3269,NEE,2018-07-12,2018-07-12,1,1,False,False,,gap_expired,0.169803046,35.046386355,Utilities,12.58
3270,NEE,2019-04-23,2019-04-23,1,1,False,False,,gap_expired,0.326954783,40.202741652,Utilities,12.28
3271,NEE,2019-08-22,2019-09-23,2,1,False,True,,gap_expired,0.095576576,47.443516389,Utilities,16.68
3272,NEE,2020-01-15,2020-04-21,3,2,False,False,,gap_expired,0.174206947,54.075693773,Utilities,12.42
3273,NEE,2020-09-17,2020-12-03,3,2,False,True,,gap_expired,-0.117676167,61.083771672,Utilities,26.46
3274,NEE,2022-01-20,2022-01-31,2,1,False,False,,gap_expired,0.111004151,75.107779513,Utilities,25.59
3275,NEE,2022-07-28,2022-07-28,1,1,False,True,,gap_expired,-0.264550943,76.67997454,Utilities,22.33
3276,NEE,2022-12-13,2023-01-27,2,2,False,True,,gap_expired,-0.468819116,80.155959667,Utilities,22.55
3277,NEE,2023-05-19,2023-08-08,3,2,False,True,,gap_expired,-0.233555343,69.096992015,Utilities,16.81
3278,NEE,2024-02-07,2024-03-25,2,2,False,False,,gap_expired,0.052016834,53.166603721,Utilities,12.83
3279,NEE,2024-09-16,2024-10-29,2,1,False,True,,gap_expired,-0.328048285,81.679902376,Utilities,17.14
3280,NEM,2019-01-30,2019-01-30,1,1,False,False,,gap_expired,0.159238252,27.302238596,Basic Materials,17.66
3281,NEM,2020-06-15,2020-06-29,3,1,False,False,,gap_expired,-0.143346027,48.079330477,Basic Materials,34.4
3282,NEM,2024-12-16,2024-12-16,1,1,False,False,,gap_expired,1.467109253,38.798896275,Basic Materials,14.69
3283,NEO,2019-09-06,2019-09-06,1,1,False,False,,gap_expired,0.309256985,24.619789992,Healthcare,15.0
3284,NEO,2021-04-15,2021-04-15,1,1,False,False,,gap_expired,-0.817912891,50.22,Healthcare,16.57
3285,NEOG,2019-06-13,2019-06-13,1,1,False,True,,gap_expired,0.081744074,30.8,Healthcare,15.82
3286,NEOG,2021-12-15,2021-12-15,1,1,False,False,,gap_expired,-0.487825264,43.86,Healthcare,19.29
3287,NET,2020-03-30,2020-03-31,2,1,False,False,,gap_expired,0.397019899,24.16,Technology,57.08
3288,NET,2020-06-10,2020-07-30,2,2,False,True,,gap_expired,0.101512248,28.5,Technology,27.57
3289,NET,2020-10-06,2020-10-08,2,1,False,True,,gap_expired,0.31613627,42.9,Technology,29.48
3290,NET,2021-07-07,2021-07-07,1,1,False,True,,gap_expired,-0.41746421,103.77,Technology,16.2
3291,NET,2021-09-22,2021-11-23,3,2,False,True,,gap_expired,-0.451807318,136.97,Technology,20.87
3292,NET,2022-05-19,2022-05-19,1,1,False,True,,gap_expired,-0.131949409,59.56,Technology,29.35
3293,NET,2022-08-29,2022-09-27,2,2,False,False,,gap_expired,-0.137486446,65.3,Technology,26.21
3294,NET,2023-01-27,2023-02-10,2,2,False,False,,gap_expired,0.301994984,52.04,Technology,18.51
3295,NET,2023-04-21,2023-07-26,5,4,False,True,,gap_expired,0.138883937,63.38,Technology,16.77
3296,NET,2024-02-02,2024-05-24,6,4,False,True,,gap_expired,0.486827821,81.77,Technology,13.85
3297,NET,2024-10-28,2024-10-28,1,1,False,False,,gap_expired,1.673499828,88.44,Technology,19.8
3298,NF0,2023-04-19,2023-06-02,4,3,False,False,,gap_expired,-0.286716013,29.334183843,Energy,16.46
3299,NF0,2023-10-31,2023-12-05,2,2,False,True,,gap_expired,-1.111030822,29.67322946,Energy,18.14
3300,NF0,2024-03-06,2024-04-11,2,2,False,True,,gap_expired,-0.814870532,32.790926236,Energy,14.5
3301,NF0,2024-10-07,2024-10-07,1,1,False,True,,gap_expired,-0.952567659,9.07,Energy,22.64
3302,NFG,2018-12-03,2018-12-03,1,1,False,True,,gap_expired,-0.298936273,42.96379472,Energy,16.44
3303,NFG,2019-09-18,2019-09-18,1,1,False,False,,gap_expired,-0.227601663,39.080363213,Energy,13.95
3304,NFLX,2018-01-19,2019-08-30,38,12,False,True,,gap_expired,0.4923678,22.2,Communication Services,11.27
3305,NFLX,2020-01-21,2020-08-12,16,5,False,True,,gap_expired,0.565506562,33.255,Communication Services,12.85
3306,NFLX,2020-10-19,2021-12-20,16,7,True,True,2020-10-27,gap_expired,-0.152104459,52.814,Communication Services,29.18
3307,NFLX,2022-10-19,2023-05-11,14,4,False,True,,gap_expired,0.33101238,27.278,Communication Services,30.76
3308,NFLX,2023-07-20,2023-10-23,5,2,False,True,,gap_expired,0.23265236,43.737,Communication Services,13.99
3309,NFLX,2024-01-24,2024-01-29,2,1,False,False,,gap_expired,0.504967105,55.195,Communication Services,13.14
3310,NFLX,2024-04-22,2024-08-06,3,2,False,True,,gap_expired,0.868084411,55.649,Communication Services,16.94
3311,NFLX,2024-10-07,2024-12-20,5,2,False,True,,gap_expired,0.574621782,70.388,Communication Services,22.64
3312,NGG,2018-01-04,2018-01-04,1,1,False,False,,gap_expired,-0.05812834,36.407251895,Utilities,9.22
3313,NGG,2019-11-07,2019-11-07,1,1,False,False,,gap_expired,-0.042505901,38.811878802,Utilities,12.73
3314,NGL,2023-06-14,2023-06-14,1,1,False,False,,gap_expired,0.125475133,4.0,Energy,13.88
3315,NGVT,2020-07-16,2020-07-16,1,1,False,False,,gap_expired,-0.03377544,58.4,Basic Materials,28.0
3316,NGVT,2021-08-24,2021-08-24,1,1,False,False,,gap_expired,-0.008101923,79.67,Basic Materials,17.22
3317,NI,2021-09-15,2021-11-03,2,1,False,False,,gap_expired,0.348728905,20.91555846,Utilities,18.18
3318,NI,2022-11-07,2022-12-13,2,2,False,True,,gap_expired,-0.101976735,21.941138636,Utilities,24.35
3319,NICE,2023-07-31,2023-07-31,1,1,False,False,,gap_expired,-0.394948123,217.7,Technology,13.63
3320,NIOIF,2024-10-02,2024-10-02,1,1,False,True,,gap_expired,-0.137325714,7.005,Consumer Cyclical,18.9
3321,NKE,2018-01-24,2018-01-24,1,1,False,True,,gap_expired,0.246398766,61.472558981,Consumer Cyclical,11.47
3322,NKE,2018-04-06,2018-04-06,1,1,False,False,,gap_expired,0.125131501,61.893764388,Consumer Cyclical,21.49
3323,NKE,2018-06-13,2019-05-02,19,7,False,True,,gap_expired,0.055340038,67.702446029,Consumer Cyclical,12.94
3324,NKE,2019-07-15,2019-07-15,1,1,False,False,,gap_expired,0.020685308,82.104532123,Consumer Cyclical,12.68
3325,NKE,2019-09-24,2019-12-13,6,2,False,True,,gap_expired,0.25881008,84.413646888,Consumer Cyclical,17.05
3326,NKE,2020-03-25,2021-08-03,23,10,True,True,2020-10-14,gap_expired,0.061004028,74.132999297,Consumer Cyclical,63.95
3327,NKE,2021-12-20,2021-12-20,1,1,False,False,,gap_expired,-0.153792935,156.343075633,Consumer Cyclical,22.87
3328,NKE,2022-03-04,2024-12-06,31,15,True,True,2022-11-28,gap_expired,-0.014067801,123.148842762,Consumer Cyclical,31.98
3329,NKTR,2018-10-04,2018-10-04,1,1,False,True,,gap_expired,-0.706714706,785.25,Healthcare,14.22
3330,NMM,2023-09-19,2023-09-19,1,1,False,False,,gap_expired,1.204072623,22.682340212,Industrials,14.11
3331,NOC,2018-03-06,2018-05-16,4,2,False,True,,gap_expired,-0.204151546,297.6179219,Industrials,18.36
3332,NOC,2018-11-02,2018-11-06,2,1,False,False,,gap_expired,0.120662749,244.355497941,Industrials,19.51
3333,NOC,2019-05-16,2019-05-16,1,1,False,False,,gap_expired,0.054629882,271.105934547,Industrials,15.29
3334,NOC,2019-12-02,2019-12-02,1,1,False,False,,gap_expired,-0.318290534,308.088381509,Industrials,14.91
3335,NOC,2020-04-14,2020-04-14,1,1,False,False,,gap_expired,-0.508454274,314.520411168,Industrials,37.76
3336,NOC,2022-05-19,2022-05-19,1,1,False,False,,gap_expired,-0.072673593,423.664029303,Industrials,29.35
3337,NOC,2023-01-04,2023-02-22,3,2,False,True,,gap_expired,-0.34478182,500.762387901,Industrials,22.01
3338,NOC,2023-05-17,2023-07-13,3,1,False,False,,gap_expired,-0.227052304,425.78668635,Industrials,16.87
3339,NOC,2023-10-12,2023-10-12,1,1,False,False,,gap_expired,-0.239758596,464.459637988,Industrials,16.69
3340,NOC,2024-01-03,2024-01-29,3,1,False,False,,gap_expired,-0.326092812,465.265244771,Industrials,14.04
3341,NOG,2022-11-18,2022-11-18,1,1,False,False,,gap_expired,-0.082199217,30.426877399,Energy,23.12
3342,NOK,2018-02-28,2018-03-12,2,1,False,True,,gap_expired,0.048120994,4.83678264,Technology,19.85
3343,NOK,2019-02-06,2019-04-29,3,2,False,False,,gap_expired,-0.508083823,5.254066105,Technology,15.38
3344,NOK,2020-01-06,2020-01-21,2,1,False,True,,gap_expired,-0.157826102,3.529111897,Technology,13.85
3345,NOK,2020-06-16,2020-06-30,2,1,False,False,,gap_expired,-0.197675151,3.93901179,Technology,33.67
3346,NOK,2021-05-06,2021-05-06,1,1,False,False,,gap_expired,-0.000353273,4.473804312,Technology,18.39
3347,NOK,2021-07-21,2021-07-21,1,1,False,False,,gap_expired,-0.040237526,5.177770958,Technology,17.91
3348,NOK,2021-09-20,2021-11-30,4,2,False,True,,gap_expired,-0.048236219,4.87479499,Technology,25.71
3349,NOK,2022-06-23,2022-06-23,1,1,False,False,,gap_expired,-0.265017075,4.197111227,Technology,29.05
3350,NOMD,2019-02-28,2019-02-28,1,1,False,False,,gap_expired,-0.163566196,18.486760245,Consumer Defensive,14.7
3351,NOV,2022-04-05,2022-04-27,2,1,False,False,,gap_expired,0.011449499,18.235133576,Energy,21.03
3352,NOVAQ,2022-10-13,2022-10-13,1,1,False,False,,gap_expired,-0.623735717,18.6,Utilities,31.94
3353,NOW,2018-02-01,2018-09-28,6,4,True,True,2018-02-01,gap_expired,0.523575107,30.102,Technology,13.47
3354,NOW,2019-01-30,2019-12-05,16,7,False,True,,gap_expired,0.374797761,42.272,Technology,17.66
3355,NOW,2020-02-10,2020-03-10,3,2,False,True,,gap_expired,0.521479352,69.192,Technology,15.04
3356,NOW,2020-10-23,2020-12-07,3,1,False,False,,gap_expired,-0.045118123,103.602,Technology,27.55
3357,NOW,2021-02-22,2021-05-14,5,2,False,False,,gap_expired,-0.111595497,107.868,Technology,23.45
3358,NOW,2021-10-18,2021-11-30,3,1,False,False,,gap_expired,-0.304666398,134.48,Technology,16.31
3359,NOW,2022-05-16,2022-07-11,3,1,False,True,,gap_expired,0.095372413,89.184,Technology,27.47
3360,NOW,2022-10-12,2022-11-11,2,2,False,True,,gap_expired,0.317961698,69.55,Technology,33.57
3361,NOW,2023-04-13,2023-04-13,1,1,False,True,,gap_expired,0.358143833,93.356,Technology,17.8
3362,NOW,2023-07-26,2023-10-26,5,2,False,True,,gap_expired,0.132831314,119.6,Technology,13.19
3363,NOW,2024-01-16,2024-01-25,3,1,False,False,,gap_expired,-0.161177078,145.2,Technology,13.84
3364,NOW,2024-04-19,2024-05-31,3,1,False,True,,gap_expired,0.090003039,144.65,Technology,18.71
3365,NOW,2024-07-31,2024-08-12,2,1,False,False,,gap_expired,0.107271142,163.772,Technology,16.36
3366,NOW,2024-11-06,2024-12-02,2,1,False,True,,gap_expired,0.042682722,199.36,Technology,16.27
3367,NRG,2022-06-08,2022-06-14,2,2,False,False,,gap_expired,-0.298051548,41.457922346,Utilities,23.96
3368,NRG,2023-01-03,2023-01-03,1,1,False,False,,gap_expired,0.444382368,29.520663883,Utilities,22.9
3369,NRWRF,2021-11-15,2021-11-15,1,1,False,True,,gap_expired,0.237317883,0.691199999,Real Estate,16.49
3370,NRWRF,2023-02-10,2023-02-10,1,1,False,False,,gap_expired,-0.002574091,0.6531,Real Estate,20.53
3371,NSC,2018-05-10,2018-05-10,1,1,False,False,,gap_expired,0.283027457,129.958902864,Industrials,13.23
3372,NSC,2018-07-10,2018-08-15,3,2,False,False,,gap_expired,0.22904244,134.362140207,Industrials,12.64
3373,NSC,2019-02-08,2019-02-08,1,1,False,False,,gap_expired,-0.041449585,151.815199208,Industrials,15.72
3374,NSC,2019-04-26,2019-04-26,1,1,False,False,,gap_expired,-0.139931336,176.77642911,Industrials,12.73
3375,NSC,2020-10-08,2020-10-08,1,1,False,True,,gap_expired,-0.051427774,196.115244616,Industrials,26.36
3376,NSC,2021-02-02,2021-05-10,3,2,False,False,,gap_expired,-0.058892415,221.395769035,Industrials,25.56
3377,NSC,2021-07-12,2021-07-12,1,1,False,False,,gap_expired,-0.01765865,236.004514838,Industrials,16.17
3378,NSC,2022-12-07,2022-12-07,1,1,False,True,,gap_expired,-0.250935543,225.632712755,Industrials,22.68
3379,NSC,2023-07-11,2023-09-07,3,2,False,False,,gap_expired,-0.301632541,219.934877981,Industrials,14.84
3380,NSC,2024-01-19,2024-01-19,1,1,False,False,,gap_expired,-0.182927781,228.42719657,Industrials,13.3
3381,NSC,2024-04-24,2024-04-24,1,1,False,False,,gap_expired,-0.161036939,227.176746975,Industrials,15.97
3382,NSP,2018-05-16,2018-05-16,1,1,False,True,,gap_expired,0.212818092,74.31834412,Industrials,13.42
3383,NSP,2019-06-17,2019-06-17,1,1,False,True,,gap_expired,-0.593254586,103.137438746,Industrials,15.35
3384,NSRGY,2019-05-08,2019-05-08,1,1,False,False,,gap_expired,0.10444163,81.649126106,Consumer Defensive,19.4
3385,NSRGY,2019-08-27,2019-08-27,1,1,False,True,,gap_expired,-0.124572973,94.135247183,Consumer Defensive,20.31
3386,NSRGY,2020-04-01,2020-04-01,1,1,False,False,,gap_expired,-0.548724752,87.330475962,Consumer Defensive,57.06
3387,NSRGY,2021-04-22,2021-04-22,1,1,False,True,,gap_expired,0.068255354,106.558480978,Consumer Defensive,18.71
3388,NSRGY,2022-07-28,2022-07-28,1,1,False,True,,gap_expired,-0.116970661,111.840685104,Consumer Defensive,22.33
3389,NSRGY,2022-11-15,2022-11-15,1,1,False,False,,gap_expired,-0.161571243,105.140835701,Consumer Defensive,24.54
